"","ratd","ratr","ratrd","Name","Name_f","Byear","PDGA","year","Age"
"235","1-Oct-2013",1011,34,"Arthur","Phil",1969,7289,2013,44
"236","13-Aug-2013",1007,29,"Arthur","Phil",1969,7289,2013,44
"237","2-Jul-2013",1011,45,"Arthur","Phil",1969,7289,2013,44
"238","21-May-2013",1012,56,"Arthur","Phil",1969,7289,2013,44
"239","26-Mar-2013",1012,68,"Arthur","Phil",1969,7289,2013,44
"240","23-Oct-2012",1012,72,"Arthur","Phil",1969,7289,2012,43
"241","18-Sep-2012",1016,79,"Arthur","Phil",1969,7289,2012,43
"242","14-Aug-2012",1016,80,"Arthur","Phil",1969,7289,2012,43
"243","3-Jul-2012",1017,68,"Arthur","Phil",1969,7289,2012,43
"244","15-May-2012",1018,56,"Arthur","Phil",1969,7289,2012,43
"245","23-Mar-2012",1020,55,"Arthur","Phil",1969,7289,2012,43
"246","24-Jan-2012",1018,49,"Arthur","Phil",1969,7289,2012,43
"247","22-Nov-2011",1019,50,"Arthur","Phil",1969,7289,2011,42
"248","25-Oct-2011",1019,51,"Arthur","Phil",1969,7289,2011,42
"249","13-Sep-2011",1019,48,"Arthur","Phil",1969,7289,2011,42
"250","30-Aug-2011",1023,43,"Arthur","Phil",1969,7289,2011,42
"251","21-Jun-2011",1024,49,"Arthur","Phil",1969,7289,2011,42
"252","17-May-2011",1021,50,"Arthur","Phil",1969,7289,2011,42
"253","29-Mar-2011",1018,50,"Arthur","Phil",1969,7289,2011,42
"254","14-Dec-2010",1019,50,"Arthur","Phil",1969,7289,2010,41
"255","26-Oct-2010",1022,54,"Arthur","Phil",1969,7289,2010,41
"256","31-Aug-2010",1020,55,"Arthur","Phil",1969,7289,2010,41
"257","22-Jun-2010",1020,61,"Arthur","Phil",1969,7289,2010,41
"258","4-May-2010",1022,59,"Arthur","Phil",1969,7289,2010,41
"259","23-Mar-2010",1020,54,"Arthur","Phil",1969,7289,2010,41
"260","15-Dec-2009",1019,52,"Arthur","Phil",1969,7289,2009,40
"261","20-Oct-2009",1019,49,"Arthur","Phil",1969,7289,2009,40
"262","1-Sep-2009",1020,34,"Arthur","Phil",1969,7289,2009,40
"263","21-Jul-2009",1014,24,"Arthur","Phil",1969,7289,2009,40
"264","19-May-2009",997,13,"Arthur","Phil",1969,7289,2009,40
"265","24-Jun-2008",993,30,"Arthur","Phil",1969,7289,2008,39
"266","29-Apr-2008",1000,29,"Arthur","Phil",1969,7289,2008,39
"267","29-Jan-2008",1005,35,"Arthur","Phil",1969,7289,2008,39
"268","13-Nov-2007",1002,32,"Arthur","Phil",1969,7289,2007,38
"269","26-Jun-2007",1007,58,"Arthur","Phil",1969,7289,2007,38
"270","10-Apr-2007",1011,64,"Arthur","Phil",1969,7289,2007,38
"271","19-Dec-2006",1012,65,"Arthur","Phil",1969,7289,2006,37
"272","19-Sep-2006",1015,87,"Arthur","Phil",1969,7289,2006,37
"273","27-Jun-2006",1012,89,"Arthur","Phil",1969,7289,2006,37
"274","18-Apr-2006",1014,92,"Arthur","Phil",1969,7289,2006,37
"275","24-Jan-2006",1015,80,"Arthur","Phil",1969,7289,2006,37
"276","15-Dec-2005",1015,81,"Arthur","Phil",1969,7289,2005,36
"277","15-Sep-2005",1009,66,"Arthur","Phil",1969,7289,2005,36
"278","15-Jul-2005",1005,44,"Arthur","Phil",1969,7289,2005,36
"279","15-May-2005",1008,33,"Arthur","Phil",1969,7289,2005,36
"280","15-Dec-2004",998,29,"Arthur","Phil",1969,7289,2004,35
"281","15-Sep-2004",994,34,"Arthur","Phil",1969,7289,2004,35
"282","15-Jul-2004",994,34,"Arthur","Phil",1969,7289,2004,35
"283","15-May-2004",996,31,"Arthur","Phil",1969,7289,2004,35
"284","15-Feb-2004",994,22,"Arthur","Phil",1969,7289,2004,35
"285","15-Dec-2003",997,18,"Arthur","Phil",1969,7289,2003,34
"286","15-Sep-2003",994,17,"Arthur","Phil",1969,7289,2003,34
"287","15-Jul-2003",996,17,"Arthur","Phil",1969,7289,2003,34
"288","31-Dec-2002",996,14,"Arthur","Phil",1969,7289,2002,33
"289","27-May-2002",1009,14,"Arthur","Phil",1969,7289,2002,33
"290","16-Dec-2001",1011,9,"Arthur","Phil",1969,7289,2001,32
"291","27-Aug-2000",1011,13,"Arthur","Phil",1969,7289,2000,31
"292","30-Apr-2000",998,16,"Arthur","Phil",1969,7289,2000,31
"293","31-Oct-1999",1000,15,"Arthur","Phil",1969,7289,1999,30
"294","29-Aug-1999",988,10,"Arthur","Phil",1969,7289,1999,30
"295","8-Aug-1998",988,7,"Arthur","Phil",1969,7289,1998,29
"7131","8-Oct-2024",986,8,"Jenkins","Avery",1978,7495,2024,46
"7132","9-Apr-2024",985,8,"Jenkins","Avery",1978,7495,2024,46
"7133","8-Aug-2023",979,11,"Jenkins","Avery",1978,7495,2023,45
"7134","14-Feb-2023",977,11,"Jenkins","Avery",1978,7495,2023,45
"7135","13-Sep-2022",983,11,"Jenkins","Avery",1978,7495,2022,44
"7136","9-Aug-2022",993,9,"Jenkins","Avery",1978,7495,2022,44
"7137","12-Jul-2022",1000,10,"Jenkins","Avery",1978,7495,2022,44
"7138","9-Nov-2021",1016,9,"Jenkins","Avery",1978,7495,2021,43
"7139","14-Sep-2021",1021,10,"Jenkins","Avery",1978,7495,2021,43
"7140","13-Jul-2021",1016,8,"Jenkins","Avery",1978,7495,2021,43
"7141","8-Jun-2021",1015,10,"Jenkins","Avery",1978,7495,2021,43
"7142","10-Nov-2020",1004,8,"Jenkins","Avery",1978,7495,2020,42
"7143","12-Nov-2019",1006,24,"Jenkins","Avery",1978,7495,2019,41
"7144","8-Oct-2019",1007,25,"Jenkins","Avery",1978,7495,2019,41
"7145","10-Sep-2019",1004,28,"Jenkins","Avery",1978,7495,2019,41
"7146","13-Aug-2019",1003,29,"Jenkins","Avery",1978,7495,2019,41
"7147","11-Jun-2019",1012,29,"Jenkins","Avery",1978,7495,2019,41
"7148","28-Nov-2018",1003,37,"Jenkins","Avery",1978,7495,2018,40
"7149","30-Oct-2018",1004,36,"Jenkins","Avery",1978,7495,2018,40
"7150","9-Oct-2018",1006,35,"Jenkins","Avery",1978,7495,2018,40
"7151","21-Aug-2018",1007,29,"Jenkins","Avery",1978,7495,2018,40
"7152","26-Jun-2018",1006,31,"Jenkins","Avery",1978,7495,2018,40
"7153","22-May-2018",997,28,"Jenkins","Avery",1978,7495,2018,40
"7154","12-Dec-2017",1010,41,"Jenkins","Avery",1978,7495,2017,39
"7155","14-Nov-2017",1011,40,"Jenkins","Avery",1978,7495,2017,39
"7156","25-Oct-2017",1014,37,"Jenkins","Avery",1978,7495,2017,39
"7157","22-Aug-2017",1009,46,"Jenkins","Avery",1978,7495,2017,39
"7158","25-Jul-2017",1013,39,"Jenkins","Avery",1978,7495,2017,39
"7159","27-Jun-2017",1015,41,"Jenkins","Avery",1978,7495,2017,39
"7160","26-Apr-2017",1017,41,"Jenkins","Avery",1978,7495,2017,39
"7161","28-Mar-2017",1011,35,"Jenkins","Avery",1978,7495,2017,39
"7162","6-Dec-2016",1010,26,"Jenkins","Avery",1978,7495,2016,38
"7163","15-Nov-2016",1007,28,"Jenkins","Avery",1978,7495,2016,38
"7164","20-Sep-2016",1007,26,"Jenkins","Avery",1978,7495,2016,38
"7165","16-Aug-2016",1009,34,"Jenkins","Avery",1978,7495,2016,38
"7166","19-Jul-2016",1011,44,"Jenkins","Avery",1978,7495,2016,38
"7167","21-Jun-2016",1013,41,"Jenkins","Avery",1978,7495,2016,38
"7168","17-Nov-2015",1012,52,"Jenkins","Avery",1978,7495,2015,37
"7169","20-Oct-2015",1013,52,"Jenkins","Avery",1978,7495,2015,37
"7170","30-Sep-2015",1013,48,"Jenkins","Avery",1978,7495,2015,37
"7171","1-Sep-2015",1018,46,"Jenkins","Avery",1978,7495,2015,37
"7172","28-Jul-2015",1014,40,"Jenkins","Avery",1978,7495,2015,37
"7173","23-Jun-2015",1018,42,"Jenkins","Avery",1978,7495,2015,37
"7174","26-May-2015",1022,38,"Jenkins","Avery",1978,7495,2015,37
"7175","24-Mar-2015",1024,45,"Jenkins","Avery",1978,7495,2015,37
"7176","28-Oct-2014",1024,45,"Jenkins","Avery",1978,7495,2014,36
"7177","9-Sep-2014",1022,51,"Jenkins","Avery",1978,7495,2014,36
"7178","26-Aug-2014",1023,57,"Jenkins","Avery",1978,7495,2014,36
"7179","15-Jul-2014",1024,56,"Jenkins","Avery",1978,7495,2014,36
"7180","24-Jun-2014",1024,56,"Jenkins","Avery",1978,7495,2014,36
"7181","15-Apr-2014",1024,60,"Jenkins","Avery",1978,7495,2014,36
"7182","18-Mar-2014",1020,61,"Jenkins","Avery",1978,7495,2014,36
"7183","22-Oct-2013",1019,64,"Jenkins","Avery",1978,7495,2013,35
"7184","1-Oct-2013",1022,64,"Jenkins","Avery",1978,7495,2013,35
"7185","13-Aug-2013",1021,60,"Jenkins","Avery",1978,7495,2013,35
"7186","2-Jul-2013",1020,80,"Jenkins","Avery",1978,7495,2013,35
"7187","11-Jun-2013",1020,78,"Jenkins","Avery",1978,7495,2013,35
"7188","21-May-2013",1019,74,"Jenkins","Avery",1978,7495,2013,35
"7189","23-Apr-2013",1019,71,"Jenkins","Avery",1978,7495,2013,35
"7190","26-Mar-2013",1021,73,"Jenkins","Avery",1978,7495,2013,35
"7191","23-Oct-2012",1024,75,"Jenkins","Avery",1978,7495,2012,34
"7192","18-Sep-2012",1025,80,"Jenkins","Avery",1978,7495,2012,34
"7193","14-Aug-2012",1024,75,"Jenkins","Avery",1978,7495,2012,34
"7194","3-Jul-2012",1030,65,"Jenkins","Avery",1978,7495,2012,34
"7195","15-May-2012",1029,73,"Jenkins","Avery",1978,7495,2012,34
"7196","23-Mar-2012",1029,81,"Jenkins","Avery",1978,7495,2012,34
"7197","22-Nov-2011",1027,83,"Jenkins","Avery",1978,7495,2011,33
"7198","25-Oct-2011",1030,83,"Jenkins","Avery",1978,7495,2011,33
"7199","13-Sep-2011",1027,80,"Jenkins","Avery",1978,7495,2011,33
"7200","30-Aug-2011",1028,82,"Jenkins","Avery",1978,7495,2011,33
"7201","12-Jul-2011",1026,84,"Jenkins","Avery",1978,7495,2011,33
"7202","21-Jun-2011",1026,85,"Jenkins","Avery",1978,7495,2011,33
"7203","17-May-2011",1024,74,"Jenkins","Avery",1978,7495,2011,33
"7204","29-Mar-2011",1024,80,"Jenkins","Avery",1978,7495,2011,33
"7205","14-Dec-2010",1023,79,"Jenkins","Avery",1978,7495,2010,32
"7206","26-Oct-2010",1025,86,"Jenkins","Avery",1978,7495,2010,32
"7207","31-Aug-2010",1023,94,"Jenkins","Avery",1978,7495,2010,32
"7208","20-Jul-2010",1026,99,"Jenkins","Avery",1978,7495,2010,32
"7209","22-Jun-2010",1028,103,"Jenkins","Avery",1978,7495,2010,32
"7210","4-May-2010",1030,110,"Jenkins","Avery",1978,7495,2010,32
"7211","23-Mar-2010",1030,114,"Jenkins","Avery",1978,7495,2010,32
"7212","26-Jan-2010",1029,118,"Jenkins","Avery",1978,7495,2010,32
"7213","15-Dec-2009",1029,118,"Jenkins","Avery",1978,7495,2009,31
"7214","20-Oct-2009",1030,108,"Jenkins","Avery",1978,7495,2009,31
"7215","1-Sep-2009",1032,109,"Jenkins","Avery",1978,7495,2009,31
"7216","21-Jul-2009",1028,108,"Jenkins","Avery",1978,7495,2009,31
"7217","16-Jun-2009",1027,104,"Jenkins","Avery",1978,7495,2009,31
"7218","19-May-2009",1026,104,"Jenkins","Avery",1978,7495,2009,31
"7219","17-Mar-2009",1029,99,"Jenkins","Avery",1978,7495,2009,31
"7220","27-Jan-2009",1030,98,"Jenkins","Avery",1978,7495,2009,31
"7221","25-Nov-2008",1028,96,"Jenkins","Avery",1978,7495,2008,30
"7222","9-Sep-2008",1027,88,"Jenkins","Avery",1978,7495,2008,30
"7223","24-Jun-2008",1025,91,"Jenkins","Avery",1978,7495,2008,30
"7224","29-Apr-2008",1024,81,"Jenkins","Avery",1978,7495,2008,30
"7225","29-Jan-2008",1023,75,"Jenkins","Avery",1978,7495,2008,30
"7226","13-Nov-2007",1026,68,"Jenkins","Avery",1978,7495,2007,29
"7227","28-Aug-2007",1028,63,"Jenkins","Avery",1978,7495,2007,29
"7228","26-Jun-2007",1029,60,"Jenkins","Avery",1978,7495,2007,29
"7229","10-Apr-2007",1029,69,"Jenkins","Avery",1978,7495,2007,29
"7230","30-Jan-2007",1030,66,"Jenkins","Avery",1978,7495,2007,29
"7231","19-Dec-2006",1030,64,"Jenkins","Avery",1978,7495,2006,28
"7232","19-Sep-2006",1029,56,"Jenkins","Avery",1978,7495,2006,28
"7233","27-Jun-2006",1019,64,"Jenkins","Avery",1978,7495,2006,28
"7234","18-Apr-2006",1019,66,"Jenkins","Avery",1978,7495,2006,28
"7235","15-Dec-2005",1016,70,"Jenkins","Avery",1978,7495,2005,27
"7236","4-Oct-2005",1017,72,"Jenkins","Avery",1978,7495,2005,27
"7237","15-Sep-2005",1017,71,"Jenkins","Avery",1978,7495,2005,27
"7238","15-Jul-2005",1016,63,"Jenkins","Avery",1978,7495,2005,27
"7239","15-May-2005",1012,51,"Jenkins","Avery",1978,7495,2005,27
"7240","15-Dec-2004",1007,58,"Jenkins","Avery",1978,7495,2004,26
"7241","15-Sep-2004",1002,58,"Jenkins","Avery",1978,7495,2004,26
"7242","15-Jul-2004",999,67,"Jenkins","Avery",1978,7495,2004,26
"7243","15-May-2004",1000,80,"Jenkins","Avery",1978,7495,2004,26
"7244","15-Feb-2004",1004,94,"Jenkins","Avery",1978,7495,2004,26
"7245","15-Dec-2003",1004,94,"Jenkins","Avery",1978,7495,2003,25
"7246","15-Sep-2003",1005,97,"Jenkins","Avery",1978,7495,2003,25
"7247","15-Jul-2003",1007,102,"Jenkins","Avery",1978,7495,2003,25
"7248","15-May-2003",1010,103,"Jenkins","Avery",1978,7495,2003,25
"7249","15-Mar-2003",1011,114,"Jenkins","Avery",1978,7495,2003,25
"7250","31-Dec-2002",1013,114,"Jenkins","Avery",1978,7495,2002,24
"7251","30-Sep-2002",1010,111,"Jenkins","Avery",1978,7495,2002,24
"7252","28-Jul-2002",1012,111,"Jenkins","Avery",1978,7495,2002,24
"7253","27-May-2002",1010,111,"Jenkins","Avery",1978,7495,2002,24
"7254","31-Mar-2002",1008,107,"Jenkins","Avery",1978,7495,2002,24
"7255","16-Dec-2001",1007,88,"Jenkins","Avery",1978,7495,2001,23
"7256","26-Aug-2001",1006,68,"Jenkins","Avery",1978,7495,2001,23
"7257","1-Jul-2001",1002,57,"Jenkins","Avery",1978,7495,2001,23
"7258","29-Apr-2001",997,54,"Jenkins","Avery",1978,7495,2001,23
"7259","16-Dec-2000",992,37,"Jenkins","Avery",1978,7495,2000,22
"7260","27-Aug-2000",990,32,"Jenkins","Avery",1978,7495,2000,22
"7261","25-Jun-2000",974,39,"Jenkins","Avery",1978,7495,2000,22
"7262","30-Apr-2000",971,34,"Jenkins","Avery",1978,7495,2000,22
"7263","29-Aug-1999",966,29,"Jenkins","Avery",1978,7495,1999,21
"7264","27-Jun-1999",948,18,"Jenkins","Avery",1978,7495,1999,21
"7265","25-Apr-1999",930,9,"Jenkins","Avery",1978,7495,1999,21
"7266","8-Aug-1998",920,6,"Jenkins","Avery",1978,7495,1998,20
"5190","14-Dec-2010",966,8,"Gilbert","Thomas",2000,7781,2010,10
"5191","22-Jun-2010",948,10,"Gilbert","Thomas",2000,7781,2010,10
"5192","15-Dec-2009",946,8,"Gilbert","Thomas",2000,7781,2009,9
"5193","20-Oct-2009",942,8,"Gilbert","Thomas",2000,7781,2009,9
"5194","21-Jul-2009",943,9,"Gilbert","Thomas",2000,7781,2009,9
"5195","19-May-2009",956,10,"Gilbert","Thomas",2000,7781,2009,9
"5196","25-Nov-2008",957,8,"Gilbert","Thomas",2000,7781,2008,8
"5197","13-Nov-2007",956,14,"Gilbert","Thomas",2000,7781,2007,7
"5198","28-Aug-2007",948,21,"Gilbert","Thomas",2000,7781,2007,7
"5199","26-Jun-2007",946,16,"Gilbert","Thomas",2000,7781,2007,7
"5200","19-Dec-2006",949,22,"Gilbert","Thomas",2000,7781,2006,6
"5201","19-Sep-2006",951,22,"Gilbert","Thomas",2000,7781,2006,6
"5202","27-Jun-2006",956,16,"Gilbert","Thomas",2000,7781,2006,6
"5203","18-Apr-2006",956,12,"Gilbert","Thomas",2000,7781,2006,6
"5204","15-Dec-2005",948,12,"Gilbert","Thomas",2000,7781,2005,5
"5205","15-Sep-2005",921,22,"Gilbert","Thomas",2000,7781,2005,5
"5206","15-Jul-2005",920,22,"Gilbert","Thomas",2000,7781,2005,5
"5207","15-May-2005",920,19,"Gilbert","Thomas",2000,7781,2005,5
"5208","15-Dec-2004",921,17,"Gilbert","Thomas",2000,7781,2004,4
"5209","15-Sep-2004",936,18,"Gilbert","Thomas",2000,7781,2004,4
"5210","15-May-2004",936,18,"Gilbert","Thomas",2000,7781,2004,4
"5211","15-Feb-2004",943,13,"Gilbert","Thomas",2000,7781,2004,4
"5212","15-Dec-2003",943,13,"Gilbert","Thomas",2000,7781,2003,3
"5213","15-Jul-2003",921,10,"Gilbert","Thomas",2000,7781,2003,3
"5214","15-May-2003",913,7,"Gilbert","Thomas",2000,7781,2003,3
"5215","15-Mar-2003",952,12,"Gilbert","Thomas",2000,7781,2003,3
"5216","31-Dec-2002",958,12,"Gilbert","Thomas",2000,7781,2002,2
"5217","1-Jul-2001",952,12,"Gilbert","Thomas",2000,7781,2001,1
"5218","29-Apr-2001",948,16,"Gilbert","Thomas",2000,7781,2001,1
"5219","16-Dec-2000",946,19,"Gilbert","Thomas",2000,7781,2000,0
"5220","25-Apr-1999",923,16,"Gilbert","Thomas",2000,7781,1999,-1
"5221","15-Nov-1998",915,10,"Gilbert","Thomas",2000,7781,1998,-2
"10820","11-Apr-2023",976,8,"McRee","Brian",1967,7883,2023,56
"10821","11-Oct-2022",977,12,"McRee","Brian",1967,7883,2022,55
"10822","13-Sep-2022",979,19,"McRee","Brian",1967,7883,2022,55
"10823","12-Apr-2022",979,19,"McRee","Brian",1967,7883,2022,55
"10824","8-Mar-2022",969,19,"McRee","Brian",1967,7883,2022,55
"10825","10-Aug-2021",977,21,"McRee","Brian",1967,7883,2021,54
"10826","8-Jun-2021",978,18,"McRee","Brian",1967,7883,2021,54
"10827","13-Apr-2021",980,11,"McRee","Brian",1967,7883,2021,54
"10828","12-Jan-2021",974,11,"McRee","Brian",1967,7883,2021,54
"10829","13-Oct-2020",982,8,"McRee","Brian",1967,7883,2020,53
"10830","14-Jul-2020",986,14,"McRee","Brian",1967,7883,2020,53
"10831","14-Apr-2020",977,16,"McRee","Brian",1967,7883,2020,53
"10832","10-Sep-2019",993,16,"McRee","Brian",1967,7883,2019,52
"10833","9-Jul-2019",1006,10,"McRee","Brian",1967,7883,2019,52
"10834","14-May-2019",980,16,"McRee","Brian",1967,7883,2019,52
"10835","9-Apr-2019",984,19,"McRee","Brian",1967,7883,2019,52
"10836","29-Jan-2019",990,22,"McRee","Brian",1967,7883,2019,52
"10837","30-Oct-2018",977,24,"McRee","Brian",1967,7883,2018,51
"10838","26-Jun-2018",984,43,"McRee","Brian",1967,7883,2018,51
"10839","22-May-2018",988,39,"McRee","Brian",1967,7883,2018,51
"10840","13-Mar-2018",988,36,"McRee","Brian",1967,7883,2018,51
"10841","31-Jan-2018",987,32,"McRee","Brian",1967,7883,2018,51
"10842","12-Dec-2017",985,37,"McRee","Brian",1967,7883,2017,50
"10843","26-Sep-2017",987,41,"McRee","Brian",1967,7883,2017,50
"10844","22-Aug-2017",991,32,"McRee","Brian",1967,7883,2017,50
"10845","25-Jul-2017",987,29,"McRee","Brian",1967,7883,2017,50
"10846","27-Jun-2017",976,27,"McRee","Brian",1967,7883,2017,50
"10847","23-May-2017",975,29,"McRee","Brian",1967,7883,2017,50
"10848","28-Mar-2017",971,32,"McRee","Brian",1967,7883,2017,50
"10849","24-Jan-2017",974,45,"McRee","Brian",1967,7883,2017,50
"10850","6-Dec-2016",972,40,"McRee","Brian",1967,7883,2016,49
"10851","15-Nov-2016",971,40,"McRee","Brian",1967,7883,2016,49
"10852","18-Oct-2016",969,40,"McRee","Brian",1967,7883,2016,49
"10853","19-Jul-2016",975,54,"McRee","Brian",1967,7883,2016,49
"10854","21-Jun-2016",975,57,"McRee","Brian",1967,7883,2016,49
"10855","17-May-2016",978,59,"McRee","Brian",1967,7883,2016,49
"10856","22-Mar-2016",978,59,"McRee","Brian",1967,7883,2016,49
"10857","26-Jan-2016",978,55,"McRee","Brian",1967,7883,2016,49
"10858","8-Dec-2015",986,48,"McRee","Brian",1967,7883,2015,48
"10859","20-Oct-2015",988,50,"McRee","Brian",1967,7883,2015,48
"10860","30-Sep-2015",987,55,"McRee","Brian",1967,7883,2015,48
"10861","1-Sep-2015",985,50,"McRee","Brian",1967,7883,2015,48
"10862","28-Jul-2015",986,44,"McRee","Brian",1967,7883,2015,48
"10863","26-May-2015",987,43,"McRee","Brian",1967,7883,2015,48
"10864","24-Mar-2015",988,48,"McRee","Brian",1967,7883,2015,48
"10865","27-Jan-2015",991,50,"McRee","Brian",1967,7883,2015,48
"10866","16-Dec-2014",988,52,"McRee","Brian",1967,7883,2014,47
"10867","28-Oct-2014",989,59,"McRee","Brian",1967,7883,2014,47
"10868","30-Sep-2014",988,59,"McRee","Brian",1967,7883,2014,47
"10869","9-Sep-2014",993,56,"McRee","Brian",1967,7883,2014,47
"10870","26-Aug-2014",993,59,"McRee","Brian",1967,7883,2014,47
"10871","15-Jul-2014",993,69,"McRee","Brian",1967,7883,2014,47
"10872","24-Jun-2014",995,79,"McRee","Brian",1967,7883,2014,47
"10873","27-May-2014",997,75,"McRee","Brian",1967,7883,2014,47
"10874","15-Apr-2014",992,74,"McRee","Brian",1967,7883,2014,47
"10875","18-Feb-2014",993,81,"McRee","Brian",1967,7883,2014,47
"10876","21-Jan-2014",993,78,"McRee","Brian",1967,7883,2014,47
"10877","17-Dec-2013",992,76,"McRee","Brian",1967,7883,2013,46
"10878","19-Nov-2013",996,74,"McRee","Brian",1967,7883,2013,46
"10879","22-Oct-2013",996,75,"McRee","Brian",1967,7883,2013,46
"10880","1-Oct-2013",996,76,"McRee","Brian",1967,7883,2013,46
"10881","13-Aug-2013",998,78,"McRee","Brian",1967,7883,2013,46
"10882","2-Jul-2013",1001,86,"McRee","Brian",1967,7883,2013,46
"10883","11-Jun-2013",1003,82,"McRee","Brian",1967,7883,2013,46
"10884","21-May-2013",1002,85,"McRee","Brian",1967,7883,2013,46
"10885","26-Mar-2013",999,98,"McRee","Brian",1967,7883,2013,46
"10886","29-Jan-2013",999,97,"McRee","Brian",1967,7883,2013,46
"10887","18-Dec-2012",999,98,"McRee","Brian",1967,7883,2012,45
"10888","13-Nov-2012",1000,95,"McRee","Brian",1967,7883,2012,45
"10889","23-Oct-2012",997,91,"McRee","Brian",1967,7883,2012,45
"10890","18-Sep-2012",999,77,"McRee","Brian",1967,7883,2012,45
"10891","14-Aug-2012",998,68,"McRee","Brian",1967,7883,2012,45
"10892","3-Jul-2012",994,50,"McRee","Brian",1967,7883,2012,45
"10893","15-May-2012",992,40,"McRee","Brian",1967,7883,2012,45
"10894","23-Mar-2012",997,27,"McRee","Brian",1967,7883,2012,45
"10895","14-Feb-2012",997,21,"McRee","Brian",1967,7883,2012,45
"10896","24-Jan-2012",996,18,"McRee","Brian",1967,7883,2012,45
"10897","30-Aug-2011",982,14,"McRee","Brian",1967,7883,2011,44
"10898","12-Jul-2011",1007,14,"McRee","Brian",1967,7883,2011,44
"10899","17-May-2011",998,29,"McRee","Brian",1967,7883,2011,44
"10900","14-Dec-2010",1001,40,"McRee","Brian",1967,7883,2010,43
"10901","20-Jul-2010",1007,48,"McRee","Brian",1967,7883,2010,43
"10902","22-Jun-2010",1002,41,"McRee","Brian",1967,7883,2010,43
"10903","4-May-2010",999,39,"McRee","Brian",1967,7883,2010,43
"10904","23-Mar-2010",999,42,"McRee","Brian",1967,7883,2010,43
"10905","26-Jan-2010",1004,41,"McRee","Brian",1967,7883,2010,43
"10906","1-Sep-2009",1007,54,"McRee","Brian",1967,7883,2009,42
"10907","21-Jul-2009",1002,51,"McRee","Brian",1967,7883,2009,42
"10908","19-May-2009",1004,44,"McRee","Brian",1967,7883,2009,42
"10909","17-Mar-2009",1008,41,"McRee","Brian",1967,7883,2009,42
"10910","25-Nov-2008",1008,67,"McRee","Brian",1967,7883,2008,41
"10911","9-Sep-2008",1006,76,"McRee","Brian",1967,7883,2008,41
"10912","24-Jun-2008",1006,68,"McRee","Brian",1967,7883,2008,41
"10913","29-Apr-2008",1007,73,"McRee","Brian",1967,7883,2008,41
"10914","29-Jan-2008",1007,65,"McRee","Brian",1967,7883,2008,41
"10915","13-Nov-2007",1007,63,"McRee","Brian",1967,7883,2007,40
"10916","28-Aug-2007",1007,70,"McRee","Brian",1967,7883,2007,40
"10917","26-Jun-2007",1008,80,"McRee","Brian",1967,7883,2007,40
"10918","10-Apr-2007",1008,82,"McRee","Brian",1967,7883,2007,40
"10919","30-Jan-2007",1004,74,"McRee","Brian",1967,7883,2007,40
"10920","19-Dec-2006",1004,77,"McRee","Brian",1967,7883,2006,39
"10921","19-Sep-2006",1016,76,"McRee","Brian",1967,7883,2006,39
"10922","27-Jun-2006",1009,75,"McRee","Brian",1967,7883,2006,39
"10923","18-Apr-2006",1014,80,"McRee","Brian",1967,7883,2006,39
"10924","24-Jan-2006",1013,88,"McRee","Brian",1967,7883,2006,39
"10925","15-Dec-2005",1013,93,"McRee","Brian",1967,7883,2005,38
"10926","15-Sep-2005",1013,107,"McRee","Brian",1967,7883,2005,38
"10927","15-Jul-2005",1010,111,"McRee","Brian",1967,7883,2005,38
"10928","15-May-2005",1011,100,"McRee","Brian",1967,7883,2005,38
"10929","15-Feb-2005",1007,106,"McRee","Brian",1967,7883,2005,38
"10930","15-Dec-2004",1007,106,"McRee","Brian",1967,7883,2004,37
"10931","15-Sep-2004",1005,112,"McRee","Brian",1967,7883,2004,37
"10932","15-Jul-2004",1003,108,"McRee","Brian",1967,7883,2004,37
"10933","15-May-2004",1009,104,"McRee","Brian",1967,7883,2004,37
"10934","15-Feb-2004",1013,108,"McRee","Brian",1967,7883,2004,37
"10935","15-Dec-2003",1013,108,"McRee","Brian",1967,7883,2003,36
"10936","15-Sep-2003",1016,87,"McRee","Brian",1967,7883,2003,36
"10937","15-Jul-2003",1015,98,"McRee","Brian",1967,7883,2003,36
"10938","15-May-2003",1012,99,"McRee","Brian",1967,7883,2003,36
"10939","31-Dec-2002",1008,97,"McRee","Brian",1967,7883,2002,35
"10940","30-Sep-2002",1007,85,"McRee","Brian",1967,7883,2002,35
"10941","28-Jul-2002",1006,79,"McRee","Brian",1967,7883,2002,35
"10942","27-May-2002",1008,55,"McRee","Brian",1967,7883,2002,35
"10943","31-Mar-2002",1006,48,"McRee","Brian",1967,7883,2002,35
"10944","16-Dec-2001",1009,32,"McRee","Brian",1967,7883,2001,34
"10945","26-Aug-2001",1003,39,"McRee","Brian",1967,7883,2001,34
"10946","1-Jul-2001",1001,44,"McRee","Brian",1967,7883,2001,34
"10947","29-Apr-2001",1000,41,"McRee","Brian",1967,7883,2001,34
"10948","16-Dec-2000",996,36,"McRee","Brian",1967,7883,2000,33
"10949","27-Aug-2000",996,37,"McRee","Brian",1967,7883,2000,33
"10950","25-Jun-2000",991,36,"McRee","Brian",1967,7883,2000,33
"10951","30-Apr-2000",984,43,"McRee","Brian",1967,7883,2000,33
"10952","31-Oct-1999",981,42,"McRee","Brian",1967,7883,1999,32
"10953","29-Aug-1999",976,38,"McRee","Brian",1967,7883,1999,32
