"","Place","Name","Fairway.Hits","Parked","Circle.1","Circle.2","Scramble","Circle.1.Putting","Circle.2.Putting","SGTG","SGP","SGC1X","SGC2","OB","Score","Rating","NR","tournament","longt","shortt","intert","Scorez","Fairway.Hitsz","Circle.1z","Circle.2z","Scramblez","Circle.1.Puttingz","Circle.2.Puttingz","OBz","Year"
"21",21,"Chris Clemons",77,6,35,72,60,90,26,-0.4,9.3,5.48,3.82,7,214,999,4,"LVC2020_MPO",59.6537953769165,82.2657127211052,65.43187540728,-0.388248783131708,0.0653171434618406,-1.39776691873198,-0.442088338229447,0.620605329018447,0.971106948047081,0.285841672047727,-0.236783189322828,2020
"22",23,"Alex Russell",82,14,56,79,70,71,11,10.71,-1.8,-0.9,-0.9,8,215,1026,4,"LVC2020_MPO",74.074083792615,48.6494050765548,59.1008911873579,-0.282520319868163,0.776807456171174,1.01861556830671,0.452564365201708,1.16340882378677,-0.364021109825478,-0.856276799234674,0.0409817058443356,2020
"23",23,"Nikko Locastro",73,11,43,69,67,83,23,8.36,5.55,4.28,1.26,13,216,1029,4,"LVC2020_MPO",61.3893892849914,69.8807572731129,66.3450744324963,-0.176791856604618,-0.503875106705626,-0.477240257002959,-0.825510925414228,1.00056777535627,0.479217663567717,0.0574179777912465,1.42980618168015,2020
"24",23,"Knut Valen Håland",71,18,36,64,50,57,54,0.37,2.95,-1.18,4.13,4,216,1022,4,"LVC2020_MPO",58.9701376100076,23.8794941805703,81.0273321244158,-0.176791856604618,-0.788471231789359,-1.28270108601586,-1.4645485707222,0.0778018342501259,-1.3477996787842,2.41779615177488,-1.07007787482432,2020
"25",23,"Terry Rothlisberger",80,13,57,78,33,79,27,7.76,2.43,0.73,1.7,8,216,1006,4,"LVC2020_MPO",75.0247122186437,62.8036398742602,54.3757894441512,-0.176791856604618,0.49221133108744,1.13368140102284,0.324756836140115,-0.844964106856021,0.198138072436652,0.361982903466553,0.0409817058443356,2020
"26",23,"Austin Spradlin",73,20,63,76,56,80,10,10.54,1.65,2.15,-0.5,6,216,1018,4,"LVC2020_MPO",78.3428852748957,64.5729192239734,52.2859310230411,-0.176791856604618,-0.503875106705626,1.82407639731961,0.0691417780169275,0.403483931111119,0.268407970219419,-0.932418030653501,-0.514548084489992,2020
"27",28,"Chris Shotwell",74,11,44,72,40,79,28,6.09,4.81,1.58,3.23,11,216,971,4,"LVC2020_MPO",63.2148665502543,62.8036398742602,58.139595391587,-0.176791856604618,-0.361577044163759,-0.36217442428683,-0.442088338229447,-0.465001660518196,0.198138072436652,0.43812413488538,0.874276391345827,2020
"28",29,"Chris Ozolins",84,10,40,83,38,94,21,1.05,5.85,7.26,-1.41,8,217,1001,4,"LVC2020_MPO",71.5506858329574,89.3428301199579,52.2792749300225,-0.0710633933410725,1.06140358125491,-0.822437755151343,0.963794481448083,-0.57356235947186,1.25218653917815,-0.094864485046407,0.0409817058443356,2020
"29",29,"Joona Heinänen",81,11,50,85,40,85,10,11.09,2.81,4.19,-1.38,15,218,996,4,"LVC2020_MPO",74.1214803256837,73.4193159725393,45.3118642415988,0.0346650699224726,0.634509393629307,0.328220572009939,1.21940953957127,-0.465001660518196,0.61975745913325,-0.932418030653501,1.98533597201448,2020
"30",29,"Tim Skellenger",80,9,44,80,50,69,25,2.16,1.08,-1.73,2.8,4,218,993,4,"LVC2020_MPO",65.8354599945287,45.1108463771285,60.3604319383237,0.0346650699224726,0.49221133108744,-0.36217442428683,0.580371894263302,0.0778018342501259,-0.50456090539101,0.2097004406289,-1.07007787482432,2020
"31",32,"Noah Meintsma",75,14,50,76,65,71,13,10.29,-1.39,-0.35,-1.04,11,218,1007,4,"LVC2020_MPO",66.5477537521747,48.6494050765548,58.346798779267,0.0346650699224726,-0.219278981621893,0.328220572009939,0.0691417780169275,0.892007076402608,-0.364021109825478,-0.703994336397021,0.874276391345827,2020
"32",33,"Liam Stott",78,20,44,78,44,63,25,4.23,-2.04,-3.49,1.44,7,219,1016,4,"LVC2020_MPO",70.8658485518843,34.4951702788494,57.7451568952829,0.140393533186018,0.207615206003707,-0.36217442428683,0.324756836140115,-0.247880262610867,-0.926180292087607,0.2097004406289,-0.236783189322828,2020
"33",33,"Thomas Gilbert",73,10,43,74,50,89,15,6.31,5.59,7.62,-2.03,15,220,994,4,"LVC2020_MPO",62.8145624091292,80.496433371392,53.2339146327747,0.246121996449563,-0.503875106705626,-0.477240257002959,-0.18647328010626,0.0778018342501259,0.900837050264315,-0.551711873559367,1.98533597201448,2020
"34",33,"Jordan Castro",78,8,44,76,43,81,13,6.64,1.26,3.54,-2.28,11,220,1014,4,"LVC2020_MPO",62.2754057477682,66.3421985736866,48.757456954784,0.246121996449563,0.207615206003707,-0.36217442428683,0.0691417780169275,-0.302160612087699,0.338677868002185,-0.703994336397021,0.874276391345827,2020
"35",36,"Chris Pinegar",69,17,56,67,33,45,0,4.49,-7.64,-6.66,-0.97,3,220,1019,4,"LVC2020_MPO",60.3014609821509,2.64814198401223,35.1341927191689,0.246121996449563,-1.07306735687309,1.01861556830671,-1.08112598353741,-0.844964106856021,-2.1910384521774,-1.69383034484177,-1.34784276999148,2020
"36",36,"Seppo Paju",75,15,54,75,60,69,19,8.29,-4.39,-4.3,-0.09,8,221,1005,4,"LVC2020_MPO",66.7156112496665,45.1108463771285,60.4433132933957,0.351850459713108,-0.219278981621893,0.788483902874452,-0.0586657510446661,0.620605329018447,-0.50456090539101,-0.24714694788406,0.0409817058443356,2020
"37",36,"Brandon Brown",78,17,44,75,50,50,36,5.26,-0.26,-3.09,2.83,4,221,1025,4,"LVC2020_MPO",68.2482208150601,11.4945387325781,68.1996009744276,0.351850459713108,0.207615206003707,-0.36217442428683,-0.0586657510446661,0.0778018342501259,-1.83968896326357,1.04725398623599,-1.07007787482432,2020
"38",39,"Zackeriath Johnson",88,14,58,85,36,53,29,16.55,-10.65,-11.78,1.13,11,221,1007,4,"LVC2020_MPO",74.9158497995019,16.8023767817176,57.1087304267814,0.351850459713108,1.63059583142237,1.24874723373897,1.21940953957127,-0.682123058425524,-1.62887926991527,0.514265366304207,0.874276391345827,2020
"39",39,"Austin Hoop",73,14,44,69,30,77,20,1.69,2.21,1.39,0.82,9,222,1012,4,"LVC2020_MPO",62.0736482228361,59.2650811748339,48.0795898087464,0.457578922976653,-0.503875106705626,-0.36217442428683,-0.825510925414228,-1.00780515528652,0.0575982768711199,-0.171005716465234,0.318746601011499,2020
"40",39,"Justin Gilbert",76,19,50,76,43,73,6,6.6,-3.41,-0.68,-2.73,7,222,1011,4,"LVC2020_MPO",69.8595881534091,52.1879637759812,43.7688948408997,0.457578922976653,-0.076980919080026,0.328220572009939,0.0691417780169275,-0.302160612087699,-0.223481314259945,-1.23698295632881,-0.236783189322828,2020
"41",39,"Øyvind Jarnes",68,11,44,67,33,77,0,2.45,-1.11,0.02,-1.13,3,222,980,4,"LVC2020_MPO",53.7838747030027,59.2650811748339,35.1341927191689,0.457578922976653,-1.21536541941496,-0.36217442428683,-1.08112598353741,-0.844964106856021,0.0575982768711199,-1.69383034484177,-1.34784276999148,2020
"42",43,"Cameron Messerschmidt",75,6,39,67,43,82,21,-1.86,2.05,2.85,-0.8,6,222,1005,4,"LVC2020_MPO",53.2813497165671,68.1114779233998,54.4586707992231,0.457578922976653,-0.219278981621893,-0.937503587867472,-1.08112598353741,-0.302160612087699,0.408947765784951,-0.094864485046407,-0.514548084489992,2020
"43",45,"James Beckner",85,15,35,81,29,70,14,1.37,-2.47,-0.83,-1.64,6,223,1018,4,"LVC2020_MPO",67.4787910324546,46.8801257268416,43.3678002515769,0.563307386240198,1.20370164379677,-1.39776691873198,0.708179423324895,-1.06208550476335,-0.434291007608244,-0.627853104978194,-0.514548084489992,2020
"44",45,"Joshua Castle",78,17,56,75,30,85,17,4.08,1.44,1.5,-0.06,8,224,991,4,"LVC2020_MPO",74.8049944455673,73.4193159725393,45.9416346170817,0.669035849503743,0.207615206003707,1.01861556830671,-0.0586657510446661,-1.00780515528652,0.61975745913325,-0.399429410721714,0.0409817058443356,2020
"45",45,"Casey White",70,8,35,69,69,85,15,0.51,2.39,5.04,-2.65,10,224,999,4,"LVC2020_MPO",51.5629639224107,73.4193159725393,61.5156189357374,0.669035849503743,-0.930769294331226,-1.39776691873198,-0.825510925414228,1.10912847430994,0.61975745913325,-0.551711873559367,0.596511496178663,2020
"46",48,"Rick Steehler",68,8,36,65,35,88,32,-1.77,8.67,5.68,2.99,15,224,1002,4,"LVC2020_MPO",53.3844397134851,78.7271540216788,58.8108064446059,0.669035849503743,-1.21536541941496,-1.28270108601586,-1.3367410416606,-0.736403407902356,0.830567152481548,0.742689060560687,1.98533597201448,2020
"47",48,"Geoff Bennett",76,19,50,72,50,74,13,1.54,-4.35,-2.19,-2.16,3,225,984,4,"LVC2020_MPO",67.44723260888,53.9572431256944,51.8086111716649,0.774764312767288,-0.076980919080026,0.328220572009939,-0.442088338229447,0.0778018342501259,-0.153211416477179,-0.703994336397021,-1.34784276999148,2020
"48",48,"Vincent Polidori",58,0,42,61,45,84,44,-0.83,3.69,2.3,1.38,9,225,1004,4,"LVC2020_MPO",38.9747835230062,71.6500366228261,71.7214189496661,0.774764312767288,-2.63834604483363,-0.592306089719087,-1.84797115790698,-0.193599913134035,0.549487561350484,1.65638383758661,0.318746601011499,2020
"49",48,"Maximus Meyer",81,11,44,75,14,76,15,2.68,0.7,0.99,-0.29,8,225,1001,4,"LVC2020_MPO",65.5454938845651,57.4958018251207,37.5422643745297,0.774764312767288,0.634509393629307,-0.36217442428683,-0.0586657510446661,-1.87629074691583,-0.0126716209116463,-0.551711873559367,0.0409817058443356,2020
"50",52,"A.J. Herr",74,11,42,67,38,80,9,-0.76,1.66,2.69,-1.03,10,225,954,4,"LVC2020_MPO",57.9685705909768,64.5729192239734,43.7274541633637,0.774764312767288,-0.361577044163759,-0.592306089719087,-1.08112598353741,-0.57356235947186,0.268407970219419,-1.00855926207233,0.596511496178663,2020
"51",53,"Christopher Keseloff",72,6,33,72,33,93,29,-1.91,2.09,2.15,-0.06,4,226,975,4,"LVC2020_MPO",51.2149834209441,87.5735507702447,55.801092905261,0.880492776030834,-0.646173169247492,-1.62789858416424,-0.442088338229447,-0.844964106856021,1.18191664139538,0.514265366304207,-1.07007787482432,2020
"52",54,"Sean Kapalko",62,25,42,58,100,100,50,1.89,2.16,0.55,1.61,2,227,997,4,"LVC2020_MPO",59.42714402237,99.9585062182369,99.9706838942032,0.986221239294379,-2.06915379466616,-0.592306089719087,-2.23139374509176,2.79181930809173,1.67380592587474,2.11323122609957,-1.62560766515865,2020
"53",54,"Justin Anderson",70,8,40,69,40,84,13,0.66,1.25,4.04,-2.8,14,229,976,4,"LVC2020_MPO",53.0515006994604,71.6500366228261,47.4498194332635,1.19767816582147,-0.930769294331226,-0.822437755151343,-0.825510925414228,-0.465001660518196,0.549487561350484,-0.703994336397021,1.70757107684732,2020
"54",56,"Josh Miller",74,7,39,68,33,74,14,-2.44,-1.66,0,-1.66,9,229,1002,4,"LVC2020_MPO",51.5199476525579,53.9572431256944,45.1113169469375,1.19767816582147,-0.361577044163759,-0.937503587867472,-0.953318454475821,-0.844964106856021,-0.153211416477179,-0.627853104978194,0.318746601011499,2020
"55",56,"Aidan Guthrie",61,3,39,64,40,76,10,-0.75,-1.39,-1.25,-0.14,9,230,967,4,"LVC2020_MPO",39.6307757228247,57.4958018251207,45.3118642415988,1.30340662908501,-2.21145185720803,-0.937503587867472,-1.4645485707222,-0.465001660518196,-0.0126716209116463,-0.932418030653501,0.318746601011499,2020
"56",56,"Emil Dahlgren",82,9,35,81,20,64,11,-2.61,-8.15,-4.75,-3.4,5,230,977,4,"LVC2020_MPO",57.0856698035414,36.2644496285626,37.3069324953509,1.30340662908501,0.776807456171174,-1.39776691873198,0.708179423324895,-1.55060865005484,-0.855910394304841,-0.856276799234674,-0.792312979657155,2020
"57",59,"Nate Perkins",77,5,37,71,36,70,22,-0.97,-0.76,-1.55,0.79,12,230,1016,4,"LVC2020_MPO",52.5164888264938,46.8801257268416,52.1201683128971,1.30340662908501,0.0653171434618406,-1.16763525329973,-0.56989586729104,-0.682123058425524,-0.434291007608244,-0.0187232536275802,1.15204128651299,2020
"58",60,"Tuomas Hyytiäinen",65,8,42,64,33,70,0,3.55,-5.02,-2.53,-2.49,13,231,1019,4,"LVC2020_MPO",44.8244650333019,46.8801257268416,35.1341927191689,1.40913509234856,-1.64225960704056,-0.592306089719087,-1.4645485707222,-0.844964106856021,-0.434291007608244,-1.69383034484177,1.42980618168015,2020
"59",61,"Nate Metzler",65,9,43,65,38,76,17,4.36,-1.13,-0.56,-0.57,15,232,1003,4,"LVC2020_MPO",49.1642287456228,57.4958018251207,49.4286680078029,1.5148635556121,-1.64225960704056,-0.477240257002959,-1.3367410416606,-0.57356235947186,-0.0126716209116463,-0.399429410721714,1.98533597201448,2020
"60",62,"Jalle Stoor",64,6,33,59,20,77,19,-7.32,0.56,1.03,-0.48,11,233,985,4,"LVC2020_MPO",40.102913896599,59.2650811748339,43.0081463397901,1.62059201887565,-1.78455766958243,-1.62789858416424,-2.10358621603016,-1.55060865005484,0.0575982768711199,-0.24714694788406,0.874276391345827,2020
"61",63,"Jerome Knott",86,14,29,86,NA,0,25,1,-1.11,-1.73,0.61,0,237,1023,4,"LVC2020_MPO",67.6226591620569,-76.9694287530807,NA,2.04350587192983,1.34599970633864,-2.08816191502875,1.34721706863286,NA,-5.35318385240188,0.2097004406289,-2.18113745549297,2020
"140",1,"Calvin Heimburg",92,24,69,90,0,84,29,19.15,6.02,3.83,2.2,2,186,1041,4,"Memorial2020_MPO",99.9516913809643,74.8138807140599,47.5883515517091,-2.59950601143961,2.28048231922647,2.27241809156059,2.19598224677629,-1.42544986975173,0.47477521539282,0.492682178704321,-1.70171364196775,2020
"141",2,"Eagle McMahon",85,28,63,81,43,90,47,19.04,10.13,5.35,4.78,8,188,1049,4,"Memorial2020_MPO",94.6601583151418,87.3819501666358,90.5934827154668,-2.35348456568054,1.08892404924645,1.59665527716065,1.02223453059543,0.881144164091135,1.18173976970038,2.22556432449193,0.0211130724809894,2020
"142",3,"Paul McBeth",88,24,64,86,33,85,25,17.55,5.62,4.72,0.9,5,191,1060,4,"Memorial2020_MPO",93.4964423618507,76.9085589561559,64.353197021517,-1.98445239704193,1.59959187923789,1.70928241289397,1.67431659514035,0.344726946918376,0.592602641110746,0.107597257418185,-0.840300284743381,2020
"143",4,"Drew Gibson",88,21,63,86,25,77,38,15.82,5.35,1.06,4.29,4,192,1022,4,"Memorial2020_MPO",90.5330300361934,60.1511330193882,71.255743636056,-1.86144167416239,1.59959187923789,1.59665527716065,1.67431659514035,-0.0844068268198312,-0.350016764632662,1.35912325159813,-1.12743807048484,2020
"144",4,"Väinö Mäkelä",83,13,58,82,67,83,41,12.55,7.61,4.07,3.55,3,192,1029,4,"Memorial2020_MPO",78.5442617197766,72.719202471964,99.9684435450545,-1.86144167416239,0.748478829252156,1.03351959849403,1.15265094350441,2.16854548530576,0.356947789674894,1.64793694256273,-1.41457585622629,2020
"145",6,"Garrett Gurthie",89,10,68,88,50,78,22,16.68,1.49,1.89,-0.4,4,195,1031,4,"Memorial2020_MPO",83.314907140048,62.2458112614841,72.1332867255509,-1.49240950552378,1.76981448923503,2.15979095582727,1.93514942095832,1.25663621611207,-0.232189338914736,-0.181216433546417,-1.12743807048484,2020
"146",7,"Cale Leiviska",81,14,56,76,0,93,7,9.42,5.75,8.17,-2.42,2,196,1035,4,"Memorial2020_MPO",73.5999651383834,93.6659848929237,27.5332844362393,-1.36939878264425,0.408033609257864,0.808265327027382,0.370152466050502,-1.42544986975173,1.53522204685415,-1.62528488836943,-1.70171364196775,2020
"147",7,"Simon Lizotte",81,18,61,78,20,88,39,14.64,9.53,5.95,3.58,11,196,1040,4,"Memorial2020_MPO",81.8561468693644,83.1925936824438,69.07472830661,-1.36939878264425,0.408033609257864,1.371401005694,0.630985291868472,-0.352615435406211,0.946084918264524,1.45539448191966,0.882526429705359,2020
"148",7,"Jeremy Koling",82,18,54,79,40,84,26,13.33,4.84,3.81,1.03,5,196,1026,4,"Memorial2020_MPO",77.4052288562067,74.8138807140599,69.5944439862471,-1.36939878264425,0.57825621925501,0.583011055560735,0.761401704777457,0.720218998939307,0.47477521539282,0.203868487739719,-0.840300284743381,2020
"149",10,"Øyvind Jarnes",86,8,46,81,25,89,34,4.23,10.94,5.83,5.1,4,198,1005,4,"Memorial2020_MPO",72.4654083499251,85.2872719245398,67.6093677968797,-1.12337733688517,1.25914665924359,-0.318006030305855,1.02223453059543,-0.0844068268198312,1.06391234398245,0.974038330311991,-1.12743807048484,2020
"150",11,"Emerson Keith",89,25,64,89,17,76,14,18.49,-3.32,-0.15,-3.16,5,199,1024,4,"Memorial2020_MPO",91.4783285851881,58.0564547772922,44.429313738214,-1.00036661400564,1.76981448923503,1.70928241289397,2.06556583386731,-0.513540600558039,-0.467844190350588,-0.951386276118689,-0.840300284743381,2020
"151",11,"Nate Perkins",82,13,44,75,0,91,27,4.09,8.08,6.63,1.45,2,199,1019,4,"Memorial2020_MPO",69.0441088153564,89.4766284087317,45.7651636321209,-1.00036661400564,0.57825621925501,-0.543260301772502,0.239736053141517,-1.42544986975173,1.2995671954183,0.300139718061253,-1.70171364196775,2020
"152",11,"Philo Brathwaite",83,14,56,79,33,83,21,8.82,4.35,4.24,0.1,3,199,1023,4,"Memorial2020_MPO",75.3712626284617,72.719202471964,60.7068211823407,-1.00036661400564,0.748478829252156,0.808265327027382,0.761401704777457,0.344726946918376,0.356947789674894,-0.277487663867951,-1.41457585622629,2020
"153",11,"Noah Meintsma",78,10,46,74,67,84,41,7.12,9.05,4.06,4.99,6,199,1016,4,"Memorial2020_MPO",65.2864215194859,74.8138807140599,99.9684435450545,-1.00036661400564,-0.102634220733574,-0.318006030305855,0.109319640232532,2.16854548530576,0.47477521539282,1.64793694256273,-0.553162499001924,2020
"154",15,"Gavin Rathbun",81,15,51,78,33,91,18,8.98,6.19,6.21,-0.02,6,200,1005,4,"Memorial2020_MPO",73.425715828748,89.4766284087317,57.9720393029584,-0.877355891126102,0.408033609257864,0.245129648360764,0.630985291868472,0.344726946918376,1.2995671954183,-0.566301354832553,-0.553162499001924,2020
"155",16,"Ricky Wysocki",90,8,50,83,22,84,36,7.57,9.6,4.54,5.06,9,201,1049,4,"Memorial2020_MPO",76.6462259972367,74.8138807140599,67.5769901429238,-0.754345168246566,1.94003709923218,0.13250251262744,1.2830673564134,-0.245331991971659,0.47477521539282,1.16658079095506,0.308250858222446,2020
"156",16,"Austin Hannum",75,17,46,72,67,77,15,9.86,-0.69,1.67,-2.36,1,201,1027,4,"Memorial2020_MPO",63.0549643440597,60.1511330193882,76.2670005904084,-0.754345168246566,-0.613302050725012,-0.318006030305855,-0.151513185585438,2.16854548530576,-0.350016764632662,-0.855115045797155,-1.98885142770921,2020
"157",18,"Mason Ford",79,10,47,74,40,82,25,5.99,4.18,2.32,1.87,4,203,1019,4,"Memorial2020_MPO",63.6837511448614,70.624524229868,68.6828500264531,-0.508323722487494,0.0675883892635717,-0.205378894572531,0.109319640232532,0.720218998939307,0.239120363956968,0.107597257418185,-1.12743807048484,2020
"158",19,"Jordan Castro",83,18,51,79,60,71,9,11.68,-1.51,-0.39,-1.12,5,204,1019,4,"Memorial2020_MPO",73.3111709068531,47.5830635668123,66.4677838267079,-0.385312999607958,0.748478829252156,0.245129648360764,0.761401704777457,1.79305343328483,-1.05698131894022,-1.43274242772636,-0.840300284743381,2020
"159",19,"Chris Pinegar",78,6,47,69,60,79,35,4.31,5.86,2.66,3.2,5,204,1005,4,"Memorial2020_MPO",58.5165075660229,64.3404895035801,90.169226781354,-0.385312999607958,-0.102634220733574,-0.205378894572531,-0.542762424312392,1.79305343328483,-0.11436191319681,1.07030956063353,-0.840300284743381,2020
"160",21,"Adam Hammes",81,21,56,76,33,86,17,12.86,4.31,5.07,-0.77,13,205,1030,4,"Memorial2020_MPO",78.4180228796377,79.0032371982519,57.0604453431644,-0.262302276728422,0.408033609257864,0.808265327027382,0.370152466050502,0.344726946918376,0.710430066828672,-0.662572585154087,1.45680200118827,2020
"161",21,"Dallin Blanchard",81,7,44,76,14,83,35,2.35,8.82,4.1,4.72,7,205,1021,4,"Memorial2020_MPO",64.54359929625,72.719202471964,61.7172213203457,-0.262302276728422,0.408033609257864,-0.543260301772502,0.370152466050502,-0.674465765709866,0.356947789674894,1.07030956063353,-0.266024713260467,2020
"162",21,"Nate Sexton",75,11,46,74,42,84,36,7.72,8.45,4.45,4,12,205,1035,4,"Memorial2020_MPO",64.0609071671987,74.8138807140599,79.9474272998839,-0.262302276728422,-0.613302050725012,-0.318006030305855,0.109319640232532,0.827502442373859,0.47477521539282,1.16658079095506,1.16966421544682,2020
