"","Place","Name","Fairway.Hits","Parked","Circle.1","Circle.2","Scramble","Circle.1.Putting","Circle.2.Putting","SGTG","SGP","SGC1X","SGC2","OB","Score","Rating","NR","tournament","longt","shortt","intert","Scorez","Fairway.Hitsz","Circle.1z","Circle.2z","Scramblez","Circle.1.Puttingz","Circle.2.Puttingz","OBz","Year"
"1160",107,"Harley Payne",47,6,26,35,41,80,28,-9.18,0.83,0.89,-0.06,17,221,962,3,"Idlewild2020_MPO",26.399512973148,56.4221993832894,50.7478711914077,1.14326580354897,-2.62499085220065,-0.321163348698613,-0.748990873329928,-0.386747315277724,0.251555009137853,0.43816228077459,2.39317952754611,2020
"1161",107,"CJ King",68,6,24,39,39,79,11,-7.56,-1.8,0.98,-2.79,16,221,991,3,"Idlewild2020_MPO",39.1324447103137,53.8613223706382,29.5299108344418,1.14326580354897,0.200790249407418,-0.502259862502235,-0.463448559744728,-0.500679780998204,0.151246469668553,-0.906606580953912,2.08776878026206,2020
"1162",109,"Mark Anderson",60,6,20,33,25,48,0,-4.31,-11.05,-9.25,-1.8,11,222,974,3,"Idlewild2020_MPO",19.0490618432469,-25.5258650215495,5.27231001574997,1.21033180852343,-0.875697789300416,-0.864452890109481,-0.891762030122528,-1.29820704104157,-2.95831825387973,-1.77675113854294,0.56071504384181,2020
"1163",109,"Nicholas Shoemaker",62,9,15,33,40,86,13,-13.85,0.49,2.15,-1.66,13,222,933,3,"Idlewild2020_MPO",32.4161101884643,71.7874614591967,32.6597910969947,1.21033180852343,-0.606575779623457,-1.31719417461854,-0.891762030122528,-0.443713548137964,0.853406245953649,-0.748398479574088,1.17153653840991,2020
"1164",111,"Lance Brown",50,4,20,31,29,71,38,-11.61,-0.74,-2.54,1.8,15,223,990,3,"Idlewild2020_MPO",20.1834238385344,33.3743062694284,52.3107537548695,1.27739781349789,-2.22130783768521,-0.864452890109481,-1.03453318691513,-1.0703421096006,-0.651221846085842,1.22920278767371,1.78235803297801,2020
"1165",112,"Dave Harrison",60,4,19,31,21,73,12,-13.13,-4.22,-1.75,-2.48,11,224,950,3,"Idlewild2020_MPO",23.0673405108518,38.4960602947309,15.7654040914774,1.34446381847235,-0.875697789300416,-0.955001147011293,-1.03453318691513,-1.52607197248253,-0.450604767147244,-0.827502530264,0.56071504384181,2020
"1166",112,"Caleb Clifton",67,4,13,33,15,66,19,-20.94,-4.42,-3.37,-1.05,3,224,956,3,"Idlewild2020_MPO",25.4257803415544,20.5699212061724,18.8481068858021,1.34446381847235,0.066229244568939,-1.49829068842216,-0.891762030122528,-1.86786936964397,-1.15276454343234,-0.273774175434617,-1.88257093443059,2020
"1167",114,"Brandon Oleskie",63,11,22,39,30,77,5,-14.15,-5.21,0.12,-5.32,10,225,955,3,"Idlewild2020_MPO",35.2573813970724,48.7395683453357,15.1685575470295,1.41152982344681,-0.472014774784978,-0.683356376305858,-0.463448559744728,-1.01337587674036,-0.0493706092700458,-1.38123088509338,0.25530429655776,2020
"1168",114,"Geoff Hungerford",68,7,20,28,20,76,0,-15.62,-4.73,-0.03,-4.71,9,225,955,3,"Idlewild2020_MPO",30.0127499115336,46.1786913326845,1.12921626595514,1.41152982344681,0.200790249407418,-0.864452890109481,-1.24868992210403,-1.58303820534277,-0.149679148739345,-1.77675113854294,-0.0501064507262894,2020
"1169",114,"Brandon Hudnall",62,2,11,20,37,82,0,-14.01,-2.35,1.25,-3.6,13,225,969,3,"Idlewild2020_MPO",15.6374459543469,61.5439534085918,15.2157350152576,1.41152982344681,-0.606575779623457,-1.67938720222578,-1.81977454927443,-0.614612246718684,0.452172088076451,-1.77675113854294,1.17153653840991,2020
"1170",114,"Benjamin McQueary",57,4,11,19,21,80,31,-20.07,1.71,0.63,1.08,11,225,951,3,"Idlewild2020_MPO",17.6423672019067,56.4221993832894,37.6273884611192,1.41152982344681,-1.27938080381585,-1.67938720222578,-1.89116012767073,-1.52607197248253,0.251555009137853,0.675474432844326,0.56071504384181,2020
"1171",118,"Andrew Filimoehala",57,7,19,24,38,47,40,-11.9,-9.45,-10.62,1.17,10,227,925,3,"Idlewild2020_MPO",15.0344218823238,-28.0867420342007,62.0695840170941,1.54566183339572,-1.27938080381585,-0.955001147011293,-1.53423223568923,-0.557646013858444,-3.05862679334903,1.38741088905353,0.25530429655776,2020
"1172",119,"Jesse Papermaster",57,7,15,30,27,70,6,-9.61,-5.75,-1.89,-3.86,17,228,949,3,"Idlewild2020_MPO",19.3369259373767,30.8134292567772,13.8333320534495,1.61272783837018,-1.27938080381585,-1.31719417461854,-1.10591876531143,-1.18427457532109,-0.751530385555142,-1.30212683440347,2.39317952754611,2020
"1173",119,"Billy Ray Osborn",52,0,11,13,33,67,40,-25.06,1.7,-1.87,3.57,9,228,956,3,"Idlewild2020_MPO",8.06193193592802,23.1307982188236,57.9264902672992,1.61272783837018,-1.95218582800825,-1.67938720222578,-2.31947359804853,-0.842477178159644,-1.05245600396304,1.38741088905353,-0.0501064507262894,2020
"1174",119,"Ty Browning",65,0,15,26,32,58,33,-16.25,-4.11,-5.68,1.57,12,228,926,3,"Idlewild2020_MPO",18.9480918765536,0.0829051049626486,49.0434562232617,1.61272783837018,-0.20289276510802,-1.31719417461854,-1.39146107889663,-0.899443411019885,-1.95523285918674,0.833682534224149,0.86612579112586,2020
"1175",122,"Jimmy Carter",67,7,11,22,11,60,0,-17.29,-5.07,-2.53,-2.54,12,230,938,3,"Idlewild2020_MPO",21.4942026639274,5.20465913026508,-6.32835248367557,1.7468598483191,0.066229244568939,-1.67938720222578,-1.67700339248183,-2.09573430108493,-1.75461578024814,-1.77675113854294,0.86612579112586,2020
"1176",123,"Sam Klotman",53,0,9,17,32,76,0,-21.92,-2.43,-0.1,-2.34,11,231,935,3,"Idlewild2020_MPO",5.09588703262155,46.1786913326845,11.0726412654627,1.81392585329356,-1.81762482316977,-1.86048371602941,-2.03393128446333,-0.899443411019885,-0.149679148739345,-1.77675113854294,0.56071504384181,2020
"1177",124,"Dominic Martin",62,7,17,31,20,67,30,-23.43,-0.93,-2.42,1.49,14,234,926,3,"Idlewild2020_MPO",29.4247144444648,23.1307982188236,35.6481389548633,2.01512386821693,-0.606575779623457,-1.13609766081492,-1.03453318691513,-1.58303820534277,-1.05245600396304,0.596370382154414,1.47694728569396,2020
"1178",125,"Sam Kurth",57,4,20,24,33,66,0,-15.96,-8.39,-4.96,-3.44,16,235,958,3,"Idlewild2020_MPO",14.1004218285302,20.5699212061724,11.9012600154217,2.08218987319139,-1.27938080381585,-0.864452890109481,-1.53423223568923,-0.842477178159644,-1.15276454343234,-1.77675113854294,2.08776878026206,2020
"1179",126,"Ramon Escamilla",55,11,20,20,22,52,22,-21.46,-5.89,-5.97,0.07,13,236,921,3,"Idlewild2020_MPO",19.6016846284555,-15.2823569709446,28.1003304044057,2.14925587816585,-1.54850281349281,-0.864452890109481,-1.81977454927443,-1.46910573962229,-2.55708409600253,-0.0364620233648812,1.17153653840991,2020
"1180",128,"Marcus Now",53,2,4,13,30,59,0,-23.17,-6.18,-3.91,-2.27,13,238,913,3,"Idlewild2020_MPO",-1.53555058559893,2.64378211761386,9.4154037655448,2.28338788811477,-1.81762482316977,-2.31322500053846,-2.31947359804853,-1.01337587674036,-1.85492431971744,-1.77675113854294,1.17153653840991,2020
"1181",129,"Mike Dabkowski",47,2,6,15,25,57,11,-20.17,-5.18,-2.83,-2.35,19,240,924,3,"Idlewild2020_MPO",-2.78322477264321,-2.47797190768857,17.9292483350163,2.41751989806368,-2.62499085220065,-2.13212848673484,-2.17670244125593,-1.29820704104157,-2.05554139865603,-0.906606580953912,3.00400102211421,2020
"1182",1,"Ricky Wysocki",77,13,53,71,73,95,25,30.19,7.76,7.38,0.38,1,219,1047,4,"Ledgestone2020_MPO",99.9603691378314,91.5119263077451,84.753001541364,-2.28212270455901,1.80455632242767,2.88047552545095,2.36205103070724,3.6166321751157,1.73327458487454,0.0763616149919103,-2.28734037215139,2020
"1183",2,"Paul McBeth",73,8,47,68,43,91,47,25.31,9.63,5.55,4.08,6,227,1056,4,"Ledgestone2020_MPO",88.5669114060911,80.2509845226601,79.0443538515006,-1.909069829015,1.3563037169319,2.30251225625832,2.12570268621561,1.17429530378927,1.26308912411942,1.91207461115505,-1.31613306024975,2020
"1184",3,"Chris Dickerson",69,7,43,64,38,90,32,20.92,7.03,4.72,2.31,5,233,1046,4,"Ledgestone2020_MPO",79.9848499903882,77.4357490763889,63.4353209910904,-1.62928017235699,0.908051111436131,1.9172034101299,1.81057156022677,0.767239158568202,1.14554275893064,0.660452113771092,-1.51037452263007,2020
"1185",4,"Nikko Locastro",76,11,38,68,42,84,24,21.54,2.4,1.88,0.52,4,236,1030,4,"Ledgestone2020_MPO",85.2243871002521,60.5443363987614,60.2179848735976,-1.48938534402799,1.69249317105373,1.43556735246937,2.12570268621561,1.09288407474506,0.440264567797971,-0.00707988483368713,-1.7046159850104,2020
"1186",5,"Kevin Jones",76,14,49,61,25,90,40,25.42,6.53,3.95,2.58,13,237,1037,4,"Ledgestone2020_MPO",93.7156016845889,77.4357490763889,59.7575572077033,-1.44275373458499,1.69249317105373,2.49516667932253,1.57422321573514,-0.291106819006585,1.14554275893064,1.32798411237587,0.0435571764125587,2020
"1187",6,"Calvin Heimburg",73,10,33,58,47,95,44,15.25,11.7,5.89,5.8,9,238,1046,4,"Ledgestone2020_MPO",80.9253461188971,91.5119263077451,79.753158335463,-1.39612212514198,1.3563037169319,0.953931294808846,1.33787487124352,1.49994021996613,1.73327458487454,1.66175011167826,-0.733408673108758,2020
"1188",7,"Gregg Barsby",74,7,40,64,31,85,30,24.26,3.69,2.1,1.59,11,239,1020,4,"Ledgestone2020_MPO",79.4101233322149,63.3595718450327,56.5020092720462,-1.34949051569898,1.46836686830585,1.62822177553358,1.81057156022677,0.197360555258702,0.55781093298675,0.493569114119897,-0.3449257483481,2020
"1189",7,"Drew Gibson",71,10,40,56,33,83,25,16.09,1.86,1.08,0.78,2,239,1029,4,"Ledgestone2020_MPO",76.9144652492208,57.7291009524902,54.1081130930087,-1.34949051569898,1.13217741418402,1.62822177553358,1.1803093082491,0.36018301334713,0.322718202609193,0.0763616149919103,-2.09309890977106,2020
"1190",10,"Austin Hannum",76,14,39,58,61,76,35,21.81,0.13,-1.2,1.33,7,241,1025,4,"Ledgestone2020_MPO",83.836923436614,38.0224528285914,83.4118162097679,-1.25622729681298,1.69249317105373,1.53189456400148,1.33787487124352,2.63969742658513,-0.500106353712258,0.910776613247884,-1.12189159786942,2020
"1191",11,"Anthony Barela",72,11,40,58,36,79,40,21.32,3.63,-0.05,3.68,11,242,1020,4,"Ledgestone2020_MPO",80.4993414790709,46.4681591674052,68.184901531001,-1.20959568736998,1.24424056555796,1.62822177553358,1.33787487124352,0.604416700479773,-0.147467258145922,1.32798411237587,-0.3449257483481,2020
"1192",11,"Andrew Marwede",71,6,28,53,37,93,44,10.39,10.55,5.29,5.26,7,242,1027,4,"Ledgestone2020_MPO",69.8071666041681,85.8814554152027,72.0919362233741,-1.20959568736998,1.13217741418402,0.472295237148321,0.94396096375747,0.685827929523988,1.49818185449698,1.66175011167826,-1.12189159786942,2020
"1193",11,"Garrett Gurthie",72,13,39,58,36,81,30,21,1.94,0.2,1.75,9,242,1032,4,"Ledgestone2020_MPO",81.4189992557775,52.0986300599477,60.3326203280906,-1.20959568736998,1.24424056555796,1.53189456400148,1.33787487124352,0.604416700479773,0.0876254722316355,0.493569114119897,-0.733408673108758,2020
"1194",11,"Matthew Orum",78,10,43,63,23,73,33,22.66,-1.72,-2.79,1.07,7,242,1030,4,"Ledgestone2020_MPO",83.2565289265295,29.5767464897777,52.7287159432482,-1.20959568736998,1.91661947380162,1.9172034101299,1.73178877872956,-0.453929277095013,-0.852745449278593,0.743893613596689,-1.12189159786942,2020
"1195",11,"Ezra Robinson",71,7,36,56,32,88,32,21.13,4.82,4.06,0.75,12,242,1015,4,"Ledgestone2020_MPO",73.0184228154029,71.8052781838464,58.8385877238371,-1.20959568736998,1.13217741418402,1.24291292940516,1.1803093082491,0.278771784302916,0.910450028553086,0.660452113771092,-0.15068428596777,2020
"1196",16,"Paul Ulibarri",69,8,35,61,38,91,31,20.25,6.7,3.86,2.83,14,243,1026,4,"Ledgestone2020_MPO",75.7256406886753,80.2509845226601,62.6500928707994,-1.16296407792698,0.908051111436131,1.14658571787306,1.57422321573514,0.767239158568202,1.26308912411942,0.577010613945495,0.237798638792888,2020
"1197",16,"Cale Leiviska",72,10,26,51,36,89,29,18.43,3.51,2.52,1,9,243,1035,4,"Ledgestone2020_MPO",69.308002034191,74.6205136301177,59.5473922077995,-1.16296407792698,1.24424056555796,0.279640814084111,0.786395400763052,0.604416700479773,1.02799639374186,0.4101276142943,-0.733408673108758,2020
"1198",18,"Kyle Opfer",69,4,29,56,33,90,29,14.15,5.79,4.17,1.62,8,244,1007,4,"Ledgestone2020_MPO",65.3681702376538,77.4357490763889,57.2490255741729,-1.11633246848398,0.908051111436131,0.568622448680426,1.1803093082491,0.36018301334713,1.14554275893064,0.4101276142943,-0.927650135489087,2020
"1199",18,"Justin Gilbert",58,1,26,42,58,83,59,15.42,9.53,1.32,8.21,13,244,993,4,"Ledgestone2020_MPO",50.3816069317031,57.7291009524902,99.9589244631264,-1.11633246848398,-0.324643553677241,0.279640814084111,0.0773503672881692,2.39546373945249,0.322718202609193,2.91337260906222,0.0435571764125587,2020
"1200",18,"Thomas Earhart",63,7,28,47,17,88,35,14.36,4.58,2.03,2.55,7,244,1022,4,"Ledgestone2020_MPO",60.6151018982605,71.8052781838464,49.702438916577,-1.11633246848398,0.235672203192474,0.472295237148321,0.471264274774215,-0.942396651360299,0.910450028553086,0.910776613247884,-1.12189159786942,2020
"1201",21,"Kyle Klein",74,14,36,49,23,81,22,20.11,0.84,0.52,0.31,10,245,1027,4,"Ledgestone2020_MPO",77.8553528447751,52.0986300599477,44.0912066200467,-1.06970085904097,1.46836686830585,1.24291292940516,0.628829837768633,-0.453929277095013,0.0876254722316355,-0.173962884484882,-0.539167210728429,2020
"1202",21,"Philo Brathwaite",71,7,29,56,31,88,22,13.95,3,3.56,-0.56,6,245,1028,4,"Ledgestone2020_MPO",68.4817434602213,71.8052781838464,50.2201843097178,-1.06970085904097,1.13217741418402,0.568622448680426,1.1803093082491,0.197360555258702,0.910450028553086,-0.173962884484882,-1.31613306024975,2020
"1203",21,"Emerson Keith",72,8,36,58,45,79,18,19.56,-1.61,-0.15,-1.46,7,245,1029,4,"Ledgestone2020_MPO",71.9707277867252,46.4681591674052,57.804982785478,-1.06970085904097,1.24424056555796,1.24291292940516,1.33787487124352,1.3371177618777,-0.147467258145922,-0.507728883787271,-1.12189159786942,2020
"1204",24,"Sam Lee",71,11,38,53,35,76,25,21.35,-1.4,-1.53,0.13,10,246,1000,4,"Ledgestone2020_MPO",74.0072230140481,38.0224528285914,55.6403575154265,-1.02306924959797,1.13217741418402,1.43556735246937,0.94396096375747,0.523005471435559,-0.500106353712258,0.0763616149919103,-0.539167210728429,2020
"1205",25,"JohnE McCray",71,8,40,56,40,79,25,21.03,-0.08,-0.11,0.03,12,247,1020,4,"Ledgestone2020_MPO",73.4428366240619,46.4681591674052,59.4709685714709,-0.976437640154971,1.13217741418402,1.62822177553358,1.1803093082491,0.930061616656631,-0.147467258145922,0.0763616149919103,-0.15068428596777,2020
"1206",25,"Alex Russell",67,13,33,44,50,76,33,15.33,0.61,-1.15,1.77,7,247,1021,4,"Ledgestone2020_MPO",69.0069609629326,38.0224528285914,73.4140156458881,-0.976437640154971,0.683924808688245,0.953931294808846,0.234915930282588,1.74417390709877,-0.500106353712258,0.743893613596689,-1.12189159786942,2020
"1207",25,"Alden Harris",68,10,32,44,52,74,46,17.43,0.52,-2.44,2.96,9,247,1009,4,"Ledgestone2020_MPO",65.4546260635845,32.3919819360489,85.1542256320895,-0.976437640154971,0.795987960062188,0.857604083276741,0.234915930282588,1.9069963651872,-0.735199084089815,1.82863311132946,-0.733408673108758,2020
"1208",25,"Chris Clemons",69,6,32,50,18,93,22,5.51,5.44,5.69,-0.25,2,247,1027,4,"Ledgestone2020_MPO",66.5478876803676,85.8814554152027,40.2605955640023,-0.976437640154971,0.908051111436131,0.857604083276741,0.707612619265843,-0.860985422316085,1.49818185449698,-0.173962884484882,-2.09309890977106,2020
"1209",30,"Andrew Presnell",71,10,40,57,35,82,17,21.02,-0.08,1.04,-1.12,13,248,1025,4,"Ledgestone2020_MPO",76.2354354917272,54.9138655062189,49.3585325530981,-0.929806030711969,1.13217741418402,1.62822177553358,1.25909208974631,0.523005471435559,0.205171837420414,-0.591170383612869,0.0435571764125587,2020
"1210",30,"Jeremy Koling",79,6,39,61,28,76,27,16.34,-0.39,-2.04,1.65,8,248,1022,4,"Ledgestone2020_MPO",76.9810352001057,38.0224528285914,51.8479582775464,-0.929806030711969,2.02868262517556,1.53189456400148,1.57422321573514,-0.0468731318739415,-0.500106353712258,0.243244614643105,-0.927650135489087,2020
"1211",30,"Trevor Harbolt",72,8,24,56,11,77,30,10.15,0.8,-0.58,1.38,3,248,1012,4,"Ledgestone2020_MPO",66.4837864216798,40.8376882748627,41.1795650478685,-0.929806030711969,1.24424056555796,0.0869863910199008,1.1803093082491,-1.43086402562559,-0.382559988523479,0.493569114119897,-1.89885744739073,2020
"1212",30,"Gavin Rathbun",68,4,35,58,29,77,29,18.09,0.2,-0.96,1.16,10,248,1017,4,"Ledgestone2020_MPO",65.4881478722312,40.8376882748627,54.1845367293373,-0.929806030711969,0.795987960062188,1.14658571787306,1.33787487124352,0.0345380971702729,-0.382559988523479,0.4101276142943,-0.539167210728429,2020
"1213",30,"Matt Bell",64,3,32,46,46,84,44,10.69,6.25,2.07,4.18,9,248,1028,4,"Ledgestone2020_MPO",58.9583443631559,60.5443363987614,78.9870361242541,-0.929806030711969,0.347735354566417,0.857604083276741,0.392481493277006,1.41852899092192,0.440264567797971,1.66175011167826,-0.733408673108758,2020
"1214",35,"Nate Perkins",72,8,35,53,42,85,17,16.61,0.33,2.02,-1.69,10,249,1013,4,"Ledgestone2020_MPO",70.4806716650433,63.3595718450327,54.7213880315603,-0.883174421268968,1.24424056555796,1.14658571787306,0.94396096375747,1.09288407474506,0.55781093298675,-0.591170383612869,-0.539167210728429,2020
"1215",35,"Tim Barham",67,4,32,46,36,88,41,8.92,7.03,3.45,3.58,9,249,1018,4,"Ledgestone2020_MPO",62.2763169958196,71.8052781838464,68.9701296512921,-0.883174421268968,0.683924808688245,0.857604083276741,0.392481493277006,0.604416700479773,0.910450028553086,1.41142561220147,-0.733408673108758,2020
"1216",35,"Paul Oman",56,6,19,49,59,90,36,10.1,7.85,4.44,3.41,11,249,1013,4,"Ledgestone2020_MPO",53.6555448069555,77.4357490763889,82.6647999076412,-0.883174421268968,-0.548769856425127,-0.394649666640624,0.628829837768633,2.4768749684967,1.14554275893064,0.994218113073482,-0.3449257483481,2020
"1217",35,"Garry Patton",77,7,25,53,33,76,27,9.25,0.7,-1.34,2.03,3,249,1000,4,"Ledgestone2020_MPO",67.3056114830639,38.0224528285914,55.6785693335908,-0.883174421268968,1.80455632242767,0.183313602552006,0.94396096375747,0.36018301334713,-0.500106353712258,0.243244614643105,-1.89885744739073,2020
"1218",35,"Danny Beauchamp",73,3,28,51,23,84,32,8.51,3.44,2.15,1.29,5,249,993,4,"Ledgestone2020_MPO",62.5193379058441,60.5443363987614,51.9434878229572,-0.883174421268968,1.3563037169319,0.472295237148321,0.786395400763052,-0.453929277095013,0.440264567797971,0.660452113771092,-1.51037452263007,2020
"1219",40,"Tristan Tanner",64,7,35,47,36,89,29,15.01,4.94,3.75,1.19,14,250,1000,4,"Ledgestone2020_MPO",64.8901237189486,74.6205136301177,59.5473922077995,-0.836542811825966,0.347735354566417,1.14658571787306,0.471264274774215,0.604416700479773,1.02799639374186,0.4101276142943,0.237798638792888,2020
"1220",40,"Zackeriath Johnson",68,14,35,54,54,69,14,23.94,-5.99,-4.51,-1.48,12,250,1013,4,"Ledgestone2020_MPO",72.2013965811485,18.3158047046927,61.5591702051937,-0.836542811825966,0.795987960062188,1.14658571787306,1.02274374525468,2.06981882327563,-1.32293091003371,-0.841494883089661,-0.15068428596777,2020
"1221",40,"Dan Schlitter",65,1,24,51,45,90,42,7.6,10.34,4.66,5.68,12,250,1008,4,"Ledgestone2020_MPO",57.531675467654,77.4357490763889,76.6504576724631,-0.836542811825966,0.45979850594036,0.0869863910199008,0.786395400763052,1.3371177618777,1.14554275893064,1.49486711202707,-0.15068428596777,2020
"1222",43,"Noah Meintsma",64,11,35,51,40,89,30,15.09,4.86,2.92,1.93,15,251,1020,4,"Ledgestone2020_MPO",71.2640632542196,74.6205136301177,63.3971091729261,-0.789911202382965,0.347735354566417,1.14658571787306,0.786395400763052,0.930061616656631,1.02799639374186,0.493569114119897,0.432040101173217,2020
"1223",43,"Zach Arlinghaus",64,8,29,50,35,94,30,10.71,7.23,4.68,2.55,13,251,996,4,"Ledgestone2020_MPO",65.615311570361,88.6966908614739,59.5664981168817,-0.789911202382965,0.347735354566417,0.568622448680426,0.707612619265843,0.523005471435559,1.61572821968576,0.493569114119897,0.0435571764125587,2020
"1224",43,"Willie Prince",69,8,42,53,29,82,23,16.94,1,1.07,-0.06,13,251,1005,4,"Ledgestone2020_MPO",72.6781627627714,54.9138655062189,49.4731680075911,-0.789911202382965,0.908051111436131,1.82087619859779,0.94396096375747,0.0345380971702729,0.205171837420414,-0.0905213846592845,0.0435571764125587,2020
"1225",43,"Ben Callaway",62,6,35,54,46,87,17,14.47,1.48,3.27,-1.8,11,251,1021,4,"Ledgestone2020_MPO",63.5400389999952,68.9900427375752,57.7858768763958,-0.789911202382965,0.123609051818531,1.14658571787306,1.02274374525468,1.41852899092192,0.792903663364307,-0.591170383612869,-0.3449257483481,2020
"1226",47,"Adam Hammes",64,14,36,51,26,88,25,16.1,3.84,2.75,1.1,16,252,1039,4,"Ledgestone2020_MPO",74.7524723191333,71.8052781838464,48.7452576145465,-0.743279592939963,0.347735354566417,1.24291292940516,0.786395400763052,-0.20969558996237,0.910450028553086,0.0763616149919103,0.626281563553546,2020
"1227",47,"Louis LaPorta",67,6,31,50,27,83,28,9.82,3.13,1.58,1.54,9,252,990,4,"Ledgestone2020_MPO",63.615315557775,57.7291009524902,51.8670641866285,-0.743279592939963,0.683924808688245,0.761276871744636,0.707612619265843,-0.128284360918156,0.322718202609193,0.326686114468702,-0.733408673108758,2020
"1228",47,"Ezra Aderhold",59,10,32,50,42,82,42,10.18,4.76,0.63,4.14,11,252,1013,4,"Ledgestone2020_MPO",65.28332206667,54.9138655062189,74.3520910388364,-0.743279592939963,-0.212580402303298,0.857604083276741,0.707612619265843,1.09288407474506,0.205171837420414,1.49486711202707,-0.3449257483481,2020
"1229",50,"Zach Melton",65,10,34,49,43,76,36,14.61,-0.72,-2.45,1.73,11,254,1008,4,"Ledgestone2020_MPO",66.1518578445359,38.0224528285914,70.406844528299,-0.65001637405396,0.45979850594036,1.05025850634095,0.628829837768633,1.17429530378927,-0.500106353712258,0.994218113073482,-0.3449257483481,2020
"1230",50,"Thomas Gilbert",64,6,31,49,31,89,50,11.81,8.14,4.47,3.67,18,254,1014,4,"Ledgestone2020_MPO",64.3392364128135,74.6205136301177,72.2065716778671,-0.65001637405396,0.347735354566417,0.761276871744636,0.628829837768633,0.197360555258702,1.02799639374186,2.16239911063185,1.0147644883142,2020
"1231",50,"Patrick Brown",65,11,35,49,28,71,26,18.5,-1.56,-1.82,0.26,15,254,1017,4,"Ledgestone2020_MPO",67.3663274389345,23.9462755972352,51.0627301572553,-0.65001637405396,0.45979850594036,1.14658571787306,0.628829837768633,-0.0468731318739415,-1.08783817965615,0.159803114817508,0.432040101173217,2020
"1232",53,"Corey Ellis",63,6,32,56,38,86,19,11,0.94,2.65,-1.7,11,255,1015,4,"Ledgestone2020_MPO",63.1284390449506,66.1748072913039,53.2273554273068,-0.603384764610959,0.235672203192474,0.857604083276741,1.1803093082491,0.767239158568202,0.675357298175528,-0.424287383961674,-0.3449257483481,2020
"1233",53,"Cameron Messerschmidt",60,3,21,44,48,83,48,4.97,7.98,1.6,6.38,12,255,1013,4,"Ledgestone2020_MPO",51.3357846828224,57.7291009524902,83.660193027836,-0.603384764610959,-0.100517250929355,-0.201995243576414,0.234915930282588,1.58135144901035,0.322718202609193,1.99551611098065,-0.15068428596777,2020
"1234",53,"Justin Rosak",65,14,25,49,32,81,39,4.92,4.03,-0.14,4.17,8,255,982,4,"Ledgestone2020_MPO",69.0757238015909,52.0986300599477,64.3351845658745,-0.603384764610959,0.45979850594036,0.183313602552006,0.628829837768633,0.278771784302916,0.0876254722316355,1.24454261255027,-0.927650135489087,2020
"1235",56,"Kennan Johnson",65,7,29,43,24,86,35,2.9,5.04,2.19,2.85,8,256,978,4,"Ledgestone2020_MPO",60.8346455149187,66.1748072913039,55.0652943950392,-0.556753155167957,0.45979850594036,0.568622448680426,0.156133148785378,-0.372518048050799,0.675357298175528,0.910776613247884,-0.927650135489087,2020
"1236",56,"Edward Ward",67,4,33,47,39,84,25,9.76,2.18,2.67,-0.49,12,256,1000,4,"Ledgestone2020_MPO",60.4545000342452,60.5443363987614,58.704846360262,-0.556753155167957,0.683924808688245,0.953931294808846,0.471264274774215,0.848650387612416,0.440264567797971,0.0763616149919103,-0.15068428596777,2020
"1237",56,"Elijah Bickel",67,4,31,51,26,98,6,3.21,5.74,9.35,-3.61,9,256,1027,4,"Ledgestone2020_MPO",63.1311678419329,99.9576326465589,33.8259233290166,-0.556753155167957,0.683924808688245,0.761276871744636,0.786395400763052,-0.20969558996237,2.08591368044087,-1.50902688169444,-0.733408673108758,2020
"1238",56,"Luke Humphries",65,10,29,49,42,80,26,13.51,1.44,0.1,1.34,15,256,1016,4,"Ledgestone2020_MPO",64.8660916828477,49.2833946136764,61.7884411141797,-0.556753155167957,0.45979850594036,0.568622448680426,0.628829837768633,1.09288407474506,-0.0299208929571432,0.159803114817508,0.432040101173217,2020
"1239",60,"Reid Frescura",63,11,33,56,22,80,30,2.75,2.2,0.04,2.15,6,257,1009,4,"Ledgestone2020_MPO",70.2805589579378,49.2833946136764,49.6069093711662,-0.510121545724956,0.235672203192474,0.953931294808846,1.1803093082491,-0.535340506139228,-0.0299208929571432,0.493569114119897,-1.31613306024975,2020
"1240",60,"Trevon Crowe",64,6,28,51,27,89,23,6.53,4.41,3.65,0.77,12,257,992,4,"Ledgestone2020_MPO",61.5622871200484,74.6205136301177,47.9409235851733,-0.510121545724956,0.347735354566417,0.472295237148321,0.786395400763052,-0.128284360918156,1.02799639374186,-0.0905213846592845,-0.15068428596777,2020
"1241",60,"Coda Hatfield",62,4,24,42,33,90,50,3.4,10.55,4.14,6.42,15,257,1004,4,"Ledgestone2020_MPO",55.771541913599,77.4357490763889,73.7388161002849,-0.510121545724956,0.123609051818531,0.0869863910199008,0.0773503672881692,0.36018301334713,1.14554275893064,2.16239911063185,0.432040101173217,2020
"1242",60,"Rich Klein III",65,7,26,49,24,74,44,10.02,0.93,-2.78,3.71,12,257,989,4,"Ledgestone2020_MPO",59.5108913248543,32.3919819360489,62.1323474776586,-0.510121545724956,0.45979850594036,0.279640814084111,0.628829837768633,-0.372518048050799,-0.735199084089815,1.66175011167826,-0.15068428596777,2020
"1243",64,"James Conrad",60,8,35,50,36,78,26,16.79,-1.84,-0.69,-1.15,17,258,1036,4,"Ledgestone2020_MPO",61.245835155709,43.6529237211339,57.1917078469264,-0.463489936281954,-0.100517250929355,1.14658571787306,0.707612619265843,0.604416700479773,-0.2650136233347,0.159803114817508,0.820523025933876,2020
